event-id;time;long;lat;height-above-ellipsoid
252470042;2013-10-14 10:31:52.000;16.7288596;12.6385008;84.0
252491766;2013-10-14 12:00:15.000;16.7052457;12.4723806;62.5
252491765;2013-10-14 13:30:07.000;16.6235675;12.5487948;63.3
252491764;2013-10-14 15:00:31.000;16.4773157;12.5733889;69.6
252491763;2013-10-14 16:31:19.000;16.4772943;12.573347799999999;60.8
252491762;2013-10-14 18:01:00.000;16.4706895;12.5774371;56.1
252518371;2013-10-15 04:30:10.000;16.470610399999998;12.577423999999999;70.0
252518370;2013-10-15 06:00:18.000;16.5189061;12.643457;81.6
252518369;2013-10-15 07:30:05.000;16.5589294;12.656978899999999;68.4
252518368;2013-10-15 09:00:17.000;16.606583;12.6526208;5.9
252518367;2013-10-15 10:30:19.000;16.5577462;12.5626883;83.3
252542624;2013-10-15 12:00:23.000;16.6584529;12.6457353;68.5
252542623;2013-10-15 13:30:10.000;16.6496223;12.6445726;58.1
252542622;2013-10-15 15:00:10.000;16.5564947;12.5651666;66.2
252542621;2013-10-15 16:30:12.000;16.5564638;12.5655773;70.2
252542620;2013-10-15 18:00:24.000;16.5565929;12.5635675;44.5
252549965;2013-10-16 04:30:11.000;16.565978599999998;12.557684;45.7
252549964;2013-10-16 06:02:14.000;16.6397473;12.5375064;65.6
252549963;2013-10-16 07:31:36.000;16.6426783;12.5389319;59.5
252549962;2013-10-16 09:00:19.000;16.7228063;12.5634604;67.2
252549961;2013-10-16 10:32:18.000;16.7139254;12.6418141;86.6
252558107;2013-10-16 12:01:52.000;16.720352899999998;12.639201499999999;58.7
252558106;2013-10-16 13:30:12.000;16.7095672;12.6441883;99.3
252558105;2013-10-16 15:00:11.000;16.4781655;12.5717114;74.4
252558104;2013-10-16 16:30:13.000;16.4763227;12.570702899999999;70.8
252558103;2013-10-16 18:00:24.000;16.469250199999998;12.5738446;70.3
252620435;2013-10-17 04:30:22.000;16.465719;12.571053599999999;45.4
252620434;2013-10-17 06:00:13.000;16.4959178;12.544065699999999;53.2
252620433;2013-10-17 07:30:13.000;16.5360098;12.5606881;54.7
252620432;2013-10-17 09:01:34.000;16.6682983;12.6553314;37.7
252620431;2013-10-17 10:31:31.000;16.748575199999998;12.6323759;70.9
252759093;2013-10-18 04:30:22.000;16.4887442;12.581183399999999;
252759092;2013-10-18 06:00:09.000;16.504523;12.586987899999999;71.9
252759091;2013-10-18 07:30:50.000;16.4876987;12.5757227;64.9
252759090;2013-10-18 09:00:44.000;16.4709675;12.576858099999999;53.1
252759089;2013-10-18 10:30:24.000;16.407369;12.497895399999999;68.3
252905156;2013-10-18 12:01:59.000;16.3991287;12.484577999999999;72.9
252905155;2013-10-18 13:31:43.000;16.3989998;12.484423699999999;63.8
252905154;2013-10-18 15:01:29.000;16.3992099;12.4844537;82.9
252905153;2013-10-18 16:30:13.000;16.3992404;12.4844118;59.0
252905152;2013-10-18 18:00:34.000;16.3999011;12.484402999999999;66.5
253801774;2013-10-20 12:00:17.000;16.0181284;12.0866521;69.5
253801773;2013-10-20 13:30:14.000;15.992683999999999;12.099250099999999;86.1
253801772;2013-10-20 15:00:06.000;15.9987476;12.1314394;46.3
253801771;2013-10-20 16:30:22.000;16.0059842;12.1224302;80.6
253801770;2013-10-20 18:00:23.000;16.0059401;12.122447399999999;31.8
253883403;2013-10-21 12:05:13.000;16.022662;12.0977847;78.1
253883402;2013-10-21 13:35:13.000;16.0262243;12.101700399999999;74.5
253883401;2013-10-21 15:00:23.000;16.0242997;12.0963064;46.4
253883400;2013-10-21 16:30:09.000;16.0216396;12.0953143;85.5
253883399;2013-10-21 18:00:52.000;16.021662799999998;12.0954151;
254752356;2013-10-26 04:30:10.000;16.1844486;11.7070373;51.0
254752355;2013-10-26 06:00:40.000;16.1853666;11.639529699999999;30.7
254752354;2013-10-26 07:30:08.000;16.1790058;11.625202;64.5
254752353;2013-10-26 09:00:12.000;16.1884399;11.620513899999999;36.0
254752352;2013-10-26 10:30:49.000;16.176194799999998;11.631202799999999;30.6
254761307;2013-10-26 12:00:14.000;16.1759991;11.6294503;71.8
254761306;2013-10-26 13:30:08.000;16.178964099999998;11.6277171;94.5
254761305;2013-10-26 15:00:12.000;16.1676321;11.7052195;132.0
254761304;2013-10-26 16:30:10.000;16.1702714;11.702560499999999;39.0
254761303;2013-10-26 18:00:59.000;16.1702275;11.702563;74.0
254778275;2013-10-27 04:30:10.000;16.166234199999998;11.705385999999999;63.1
254778274;2013-10-27 06:00:45.000;16.1823802;11.640216599999999;63.2
254778273;2013-10-27 07:30:06.000;16.1843155;11.640624899999999;66.6
254778272;2013-10-27 09:01:18.000;16.2064852;11.6360139;86.7
254778271;2013-10-27 10:30:17.000;16.2066835;11.6352735;77.2
254784293;2013-10-27 12:05:26.000;16.2052911;11.6375949;65.9
254784292;2013-10-27 13:30:32.000;16.2457446;11.6234954;66.9
254784291;2013-10-27 15:00:16.000;16.2197676;11.6630294;48.0
254784290;2013-10-27 16:30:12.000;16.201312299999998;11.6985201;
254784289;2013-10-27 18:00:32.000;16.2012694;11.6985912;65.9
254824912;2013-10-28 12:00:14.000;16.2128832;11.597394;
254824911;2013-10-28 13:30:08.000;16.3068585;11.5550274;57.0
254824910;2013-10-28 15:00:18.000;16.7741264;11.731161;97.9
254824909;2013-10-28 16:30:12.000;16.8841757;11.826227;33.1
254824908;2013-10-28 18:00:51.000;16.8875189;11.8262618;77.8
254990117;2013-10-29 12:00:26.000;17.8839225;11.8432444;23.2
254990116;2013-10-29 13:30:07.000;18.2797311;11.6435211;77.6
254990115;2013-10-29 15:00:10.000;18.4210152;11.809561799999999;46.3
254990114;2013-10-29 16:30:12.000;18.4093287;12.0964198;69.4
